split,image,area
train,image_08948,775548.0
train,img_resize_2378,44688.0
train,0054f0634870279cdcacf54bec3a3df4,23800.0
train,404a35af7d47d58100c42ce561450201,9360.0
train,augmented_13599,68006.4
train,image_08790,527775.0
train,b78c84e03a7d777d95ea9b0b2370607d,23250.0
train,augmented_8081,30710.044444444447
train,img_resize_3066,1021482.0
train,augmented_12687,285946.3111111111
train,image_06965,65704.0
train,augmented_17927,362973.8666666667
train,img_resize_522,8.0
train,e451d6eccfb73b85d0aedc3620a03b3c,4830.0
train,augmented_20153,122026.66666666667
train,augmented_10090,73955.55555555555
train,e049cce04dcc12704b4a91e0c5f31e01,6786.0
train,img_resize_1671,44032.0
train,augmented_4863,99766.04444444443
train,img_resize_536,655872.0
train,augmented_17933,27315.2
train,augmented_20147,452689.0666666667
train,image_03809,780780.0
train,augmented_10084,81908.62222222223
train,fc634cb964dfde9cf0930dbd81081141,10830.0
train,c3fe2853a161a79b492b843f3c6ff9a5,5537.0
train,6a19079d432432838cdd778d12526067,11537.0
train,augmented_4877,66579.91111111111
train,img_resize_1665,224315.0
train,e08396ecbdeb5729ad01b351402181f9,1.0
train,e2b986e28cf849eaf659f88649071c3f,104372.0
train,ab46828b262d38225d7c3ecb42941cb6,6440.0
train,18c3109bf9bab52c1d30a952abb1d7c0,84693.0
train,6f0c9d01761ad804d0ef2c05b39d04ba,36352.0
train,39ecd106fe52be2c5aff4813fd80bce8,1634.0
train,image_08784,51273.0
train,987a25024d94b27222de7e6fac3468a0,3174.0
train,c35755a590ab46220b43e22f4e37b14e,1720.0
train,augmented_8095,31573.333333333325
train,img_resize_3072,45192.0
train,augmented_12693,32392.533333333344
train,image_06971,138768.0
train,aa8d24059a479d8968f6a1516de4429e,14647.0
train,43e0ae47a1d177ea47179be1d841a948,1152.0
train,augmented_6906,65578.66666666667
train,38ff6f3ab5bd504ada23830e49b9b7a7,21420.0
train,261041f04451169025164cee92376758,25056.0
train,image_01978,382280.0
train,augmented_14584,65177.60000000001
train,augmented_15842,43818.66666666667
train,image_04800,255816.0
train,img_resize_1103,700344.0
train,augmented_981,191597.51111111112
train,augmented_20621,255442.48888888888
train,c215fe2673d5e0b973d05a211329beb8,38148.0
train,7d6493b075c742fcea292a55db4299ee,960.0
train,augmented_16393,157553.77777777778
train,d6c6c2d37397a559e98be3b29c0cf80c,2891.0
train,augmented_759,43485.866666666654
train,img_resize_250,481284.0
train,augmented_16378,12.799999999999955
train,augmented_4122,361506.13333333336
train,image_04633,223046.0
train,augmented_20812,284586.6666666667
train,020244ef3a723561d18f5739437f4e8a,34235.0
train,6814db6a790076b698814d4f0b4b3f6f,10465.0
train,augmented_11417,17521.777777777777
train,image_02242,110448.0
train,augmented_10709,256550.39999999997
train,augmented_2553,36723.200000000004
train,augmented_17066,7156.622222222222
train,augmented_18355,112540.44444444442
train,augmented_3895,45112.88888888889
train,fc94883d12719299c97f89a1f5331609,77691.0
train,image_06024,735840.0
train,augmented_9406,383714.1333333333
train,image_09317,183168.0
train,augmented_6735,205994.66666666666
train,augmented_13200,35342.222222222226
train,image_00455,334800.0
train,augmented_8718,447352.8888888889
train,image_08009,696256.0
train,augmented_15671,19468.799999999996
train,image_01993,584773.0
train,augmented_15117,331719.1111111111
train,37fc413561a502b1c6e3bb18657287fa,27216.0
train,augmented_12678,29279.288888888892
train,image_00333,475200.0
train,img_resize_3099,205785.0
train,augmented_13566,200523.37777777776
train,img_resize_2387,996464.0
train,1b3685f59d7a277af4918a032e788d7f,10125.0
train,augmented_9360,484488.53333333327
train,image_06742,1168640.0
train,augmented_14209,66971.02222222224
train,augmented_6053,9706.666666666668
train,image_09471,424620.0
train,138f439da0236957ad01d3c038388539,297663.0
train,30a4ab83861d6b05fc3d9dad744943ca,1120.0
train,augmented_17700,257493.3333333333
train,augmented_18433,74581.33333333333
train,b53d8534673b1280ab7c90ab5b678e0a,3510.0
train,image_02524,66374.0
train,c87c428824bf821843ce6e61c395dc02,63054.0
train,augmented_2235,358.4000000000019
train,78225ec00c9898bfe7f981119956e64f,9849.0
train,586604b63a54fe3d2a4fb971641aac07,6161.0
train,augmented_11371,921804.7999999999
train,augmented_4644,490687.99999999994
train,img_resize_1856,384399.0
train,1201ea9b691b20b82c7c6125a4a5997f,15.0
train,image_04155,772900.0
train,augmented_17714,54710.044444444466
train,8690d8198c024653768ea391537b45d9,22632.0
train,798cb0993d71f6cd7a620a6c4bb81706,3339.0
train,augmented_18427,33669.688888888886
train,augmented_4888,260249.6
train,image_02530,426400.0
train,augmented_2221,4224.000000000004
train,augmented_11365,415994.31111111114
train,ded37f8497de60e5b205f58ff3c39f8c,5151.0
train,img_resize_1842,33228.0
train,augmented_4650,10484.62222222223
train,21515fbe1f7488c3cafdd125b59ca079,16652.0
train,ae223b535356b6810f7b9b55016350f3,5244.0
train,augmented_19739,50197.33333333334
train,image_04141,165912.0
train,image_07448,370579.0
train,374588a049eafb8887ec5954be1256b7,5568.0
train,augmented_15103,24393.955555555556
train,0ec30466db68e113e0f177ab716b2a95,2508.0
train,augmented_7359,71361.42222222223
train,58b97a16ec99754a0c3aa9ce9e32b636,17407.0
train,image_00327,504455.0
train,augmented_13572,213141.33333333337
train,augmented_1728,14742.755555555555
train,image_01039,307980.0
train,img_resize_2393,6.0
train,image_06756,59996.0
train,augmented_9374,178144.7111111111
train,image_09465,384935.0
train,bbeda5ee71285c2a66337fae52030650,119034.0
train,augmented_6047,3191.4666666666685
train,augmented_9412,112896.0
train,image_06030,95496.0
train,augmented_6721,12586.666666666664
train,image_09303,86178.0
train,c07d112167a70b9f527f2f650fb879d4,5978.0
train,augmented_13214,1115.0222222222224
train,12ea8253aa015a3ea5eed09fff7b1716,5175.0
train,image_00441,444030.0
train,e4ab71505dbed32ea1962d7b4ceccd0c,19380.0
train,augmented_15665,309714.4888888889
train,image_01987,292422.0
train,88c18e5961bbce3baaff5193e64e80cd,330280.0
train,augmented_4136,15068.444444444443
train,image_04627,67925.0
train,image_03148,145853.0
train,161651a2b5227a98d4aa25e5101ba788,59592.0
train,augmented_20806,13516.799999999997
train,augmented_11403,959.9999999999997
train,f15a1998d40d138cde1239e6b66c1629,19866.0
train,augmented_3659,117888.00000000001
train,image_02256,391419.0
train,augmented_2547,521164.80000000005
train,augmented_17072,570312.5333333333
train,63e958eaee4d3c66a763d80cd7eecdd7,1628.0
train,augmented_5228,80469.33333333336
train,image_05539,246380.0
train,augmented_3881,33510.399999999994
train,augmented_18341,49698.13333333333
train,augmented_14553,365147.0222222222
train,augmented_6709,316760.17777777783
train,image_06018,246273.0
train,augmented_15895,240604.44444444444
train,image_01777,463630.0
train,augmented_1066,673103.6444444444
train,image_00469,79170.0
train,augmented_12122,40413.866666666676
train,augmented_7417,5242.311111111114
train,image_08035,86920.0
train,augmented_8724,3080.5333333333288
train,image_07306,408032.0
train,augmented_19077,26764.800000000003
train,42718c1d9a42c8ee068515da2c3fc914,21669.0
train,augmented_16344,237471.2888888889
train,975d96e03704d33d5f05851f0e3afbec,5610.0
train,augmented_3671,125120.0
train,ffd2530dfb8e4d769ed3186a4241cb37,306.0
train,img_resize_287,1136025.0
train,image_03160,671240.0
train,augmented_10735,285647.64444444445
train,augmented_18369,92777.24444444444
train,2a4d6fa74a58dd8575cf2f0985581569,12638.0
train,augmented_956,114946.84444444445
train,image_05511,1310720.0
train,3ff44f83701712019d3a2461c7e0115b,55224.0
train,augmented_5200,111104.0
train,50fa6df1264205fdd30ef8997423b8fc,15260.0
train,image_05277,128271.0
train,augmented_5566,8917.333333333323
train,augmented_20190,237568.00000000003
train,9462e6fbcdebbbb08e6c2701aedc9ee9,225.0
train,augmented_10053,86075.73333333332
train,augmented_2209,390172.44444444444
train,image_02518,300570.0
train,1406fb482be4dbd45aec75b8ba63aac7,9345.0
train,2a7aaba3710085b74bc4e1e820a080e0,552916.0
train,augmented_3117,87459.55555555555
train,f3d255130b04c22901d2fa3b4914f619,3.0
train,image_03606,29680.0
train,709cf901d5dce9a7c7ad611e364c6597,27900.0
train,42803a7fce0d15a2c50eb2127b2f3424,300.0
train,image_04169,190647.0
train,augmented_19711,7458.133333333333
train,augmented_16422,12663.466666666665
train,augmented_4678,96430.93333333335
train,f9eccc85333898c9ff09329044170c14,1188.0
train,image_08753,29154.0
train,augmented_7371,66969.59999999999
train,e46c0f7076d79146d5557fa547ea6b1b,936.0
train,2763a98dbf2b2362b97b46d8c0b15f5b,1403.0
train,image_07460,199691.0
train,augmented_8042,3999.288888888889
train,018d0a7abf055e9273ea10cc095220a9,154.0
train,54479da368f0b02220f04611f8dc5cd0,16836.0
train,augmented_12644,205048.88888888893
train,image_01011,106704.0
train,augmented_1700,146953.95555555556
train,34a3111cb1cbbbdc5363fadae8ea8deb,52299.0
train,augmented_14235,4950.755555555558
train,e655a23a6cf59824f41e50b79a426095,10266.0
train,augmented_7365,129109.33333333334
train,image_08747,604905.0
train,augmented_8056,15226.311111111114
train,image_07474,467038.0
train,augmented_12650,50828.79999999999
train,image_01005,890560.0
train,d5566d4bc6d98ebcb40523f87d6812e7,567.0
train,augmented_1714,211245.51111111115
train,70b3cb26dc7fa4284ee30a6625fe0573,124550.0
train,image_09459,430542.0
train,a63dfe43b5ac8035eaabd17361f8a5bc,5624.0
train,augmented_14221,103910.40000000001
train,29043d9b6e09c5197daaee34510ead34,1104.0
train,48f05449815170cdaf1c57ef04306548,18.0
train,augmented_12888,97991.11111111112
train,augmented_9348,372565.3333333333
train,image_05263,64860.0
train,augmented_17728,104426.66666666666
train,augmented_20184,65565.86666666665
train,augmented_5572,102394.31111111112
train,augmented_10047,45272.17777777778
train,5f071ac895d607e778b8336eaa8cef96,29652.0
train,augmented_11359,158766.93333333332
train,augmented_3103,829713.0666666667
train,image_03612,649902.0
train,augmented_19705,521843.2
train,augmented_16436,5467.022222222216
train,augmented_19063,366417.0666666666
train,7d9f3a572f1f95e62c1efb7456f93612,13818.0
train,augmented_16350,23098.311111111117
train,augmented_3665,149981.86666666664
train,image_03174,125720.0
train,img_resize_293,2.0
train,606fd382f51ebadd970cabb2e33c9dc3,3900.0
train,augmented_10721,35263.99999999999
train,29b5b32aa621e871e699fc40baa32065,21945.0
train,image_05505,116724.0
train,augmented_942,469521.06666666665
train,2d95228489413507040a7c39d0419a56,49395.0
train,augmented_5214,11992.177777777777
train,0aadf66e99d1318142073c09c1ecd705,288.0
train,5a16d3603f01db17e0703a46371bb09b,20720.0
train,augmented_14547,364138.6666666667
train,augmented_15881,29902.222222222223
train,image_01763,69120.0
train,augmented_13228,393390.93333333335
train,augmented_1072,287867.7333333334
train,augmented_12136,33058.13333333333
train,augmented_15659,15729.777777777776
train,image_08021,304320.0
train,augmented_7403,56348.44444444444
train,image_07312,243540.0
train,augmented_8730,109659.02222222222
train,image_09868,35750.0
train,79d72e489b357b6e95714c8cbb53d883,45.0
train,augmented_6292,6656.0
train,image_06583,309666.0
train,img_resize_2146,681380.0
train,image_07845,120646.0
train,cfd1f37d98181e5645f9cd541ddc02db,12369.0
train,40635ea968274303cc8a142cb36328d2,1520.0
train,1844742983d757caa3b6f88274d3fa06,8560.0
train,augmented_16807,23893.333333333332
train,568268d1d10535fd340b8f5cf448e328,2.0
train,dfc808773f1ede8beaacdc2f372c309e,12750.0
train,image_04394,98658.0
train,82d1b838d3357e52068dcf8504245a72,2700.0
train,6fce933ee22527517031d78fc6d2e691,7410.0
train,77bd0413ece08951760adc76e4af2324,31284.0
train,c7d12a9919ff672dc111fd79f50208a1,6.0
train,augmented_4485,11747.555555555555
train,augmented_215,191032.88888888888
train,augmented_5943,29926.399999999998
train,augmented_573,153843.19999999998
train,image_05934,237006.0
train,augmented_18194,811443.2
train,e1722511c9814759fd0088866916e139,3234.0
train,06dfd02d500ec23b493de6efa07461aa,2772.0
train,augmented_2792,77344.7111111111
train,99744505a0df8dc85a98c10889819485,4131.0
train,image_02083,79772.0
train,img_resize_1329,399470.0
train,augmented_7832,57646.93333333333
train,img_resize_2620,1.0
train,a915d7db2254f00035e7a4d48fc3a5fe,35340.0
train,3b24410208a3ae45ac88d7f5c9cc90fb,169.0
train,47f63c285e6d90aa612a07f237e83257,91296.0
train,32494120035cbac58cc50b680ab6fc3f,99.0
train,e78b9d21150c2699985f116e4421666c,900.0
train,fd472d85b898e645179f2a835c14f3a7,89112.0
train,8ab2bddc30066b6f9043a728cf150e8f,3.0
train,augmented_14976,31345.777777777766
train,image_00694,68689.0
train,8c9c15603da1b78a25e3f92b6453c30d,1554.0
train,c38e7ed22698a4ee2e2f0acbbcd4dd4b,105648.0
train,img_resize_2634,917190.0
train,01f1ee67885e5d1170b44d839f20d1bb,2.0
train,augmented_7826,18397.866666666665
train,4e57dc74a24dbca6ad76e64caad4b45b,26040.0
train,image_00858,470106.0
train,augmented_14962,41386.66666666667
train,image_00680,469476.0
train,d7c38c5afe7f4f9f591a011f6845bd7a,24651.0
train,image_05920,120646.0
train,augmented_567,1941.333333333333
train,augmented_3498,20369.066666666666
train,image_03389,378255.0
train,fe7bd448310a5cee657b004586e6d16b,141450.0
train,40d8e91467e04f85504a211fe74777ee,1892.0
train,augmented_18180,409920.0
train,7dc090108d7fc49db2856ed7ac44e4ba,2.0
train,5213dde8c117e21132ec578ea52392af,8364.0
train,augmented_2786,156646.4
train,image_02097,108837.0
train,augmented_16813,126498.13333333335
train,augmented_20379,531723.3777777777
train,image_04380,116624.0
train,augmented_4491,94361.59999999999
train,image_02929,565760.0
train,augmented_201,287550.5777777778
train,1cbaadf2eb27bc7019db9d9bcd5e9c43,39831.0
train,img_resize_708,226083.0
train,augmented_5957,630784.0
train,7ee2d47557b8df9fca6cbba5b2ed146a,22578.0
train,augmented_7198,2557.1555555555533
train,image_07689,165336.0
train,augmented_6286,242956.8
train,da00503bc84a47d6c7fa5119718be421,2021.0
train,image_06597,409299.0
train,img_resize_2152,361130.0
train,ecff001cb1dc17ffded3f8942aeee660,8320.0
train,image_07851,104375.0
train,7b98b630460a7180907ac14370a623b7,112.0
train,a8ec45d36c4ef81fdbb7b13dcf56144d,2.0
train,img_resize_1473,281160.0
train,augmented_10292,406114.13333333336
train,augmented_20351,43761.77777777777
train,4c6c432ca184ed7d62a4ab0c99ac51bd,153472.0
train,0cbd2bfa335ba6b2f9cc9d313dc16ec1,4598.0
train,d92042767802f493528c916d9c4401ef,6954.0
train,image_02901,422330.0
train,f911123554aabe235c98dcb4e61c3102,3185.0
train,img_resize_720,6.0
train,9259f7d1a0b96d0d173db67908e5b86c,5325.0
train,augmented_18816,228100.26666666663
train,augmented_229,28287.999999999996
train,augmented_12485,17066.666666666657
train,image_09854,69920.0
train,augmented_8283,8935.822222222221
train,augmented_13943,71000.17777777778
train,image_08592,47040.0
train,65c145e78deba214443d115e4ba38d52,26208.0
train,25d5f14e527908072bf540a6567bd25a,2964.0
train,bcda6719fcfda4aca64c05d08ead36e1,125828.0
train,image_07879,97580.0
train,589a60e35c66d9eaabe5e5b01ce27e42,24.0
train,augmented_14792,57144.8888888889
train,image_00870,85196.0
train,ede4ac976480a9030f76b105aeeea5bb,32640.0
train,3b69e14e98278f9e2b5930bff9c9f98f,25200.0
train,18ca0cfbac4048229e0e297655980bff,4556.0
train,d9ae20d561b76055271d1eb4af11b4c9,3726.0
train,6dee3d47ca420583a973f7fce628f366,33.0
train,b3c25a6c4bc540130bb8eb0bad0a04dd,124684.0
train,ed17cb945cc1b4d83cc24b2a065fd2d5,6097.0
train,augmented_9823,129082.3111111111
train,5fcc5ba6cbf4e1fb9d000fdaa85115d0,22197.0
train,17ecfde6d59bda588d5cc6c4b1a595fe,46376.0
train,image_05908,773115.0
train,augmented_16185,3549.866666666666
train,augmented_2976,66301.15555555557
train,augmented_20437,305144.8888888889
train,a70e0460e79498d0bdcf76db3e9ebe77,288652.0
train,augmented_11832,5222.400000000001
train,55e9a723fb9c9c9f3416ecfcb1ec9ed5,4042.0
train,img_resize_1315,300184.0
train,ec544437d69842f9898f6994986fc297,4941.0
train,aa5b4331ca5da42b6a099af486586b85,5130.0
train,e9478bb5a875c99b950cd88924859d2f,30.0
train,8a977dd4f2dd0efa8ea82800dd967786,12656.0
train,augmented_16191,140330.66666666666
train,augmented_2962,677933.5111111111
train,fc4469c2dbc6d73f27cc1976502560df,51273.0
train,c394d177853d9dd6eb8ed6948db4deea,5307.0
train,augmented_20423,20391.822222222225
train,augmented_11826,59758.93333333333
train,625dc5e611c06c0b5ba01c612031bcc5,35705.0
train,img_resize_1301,1159110.0
train,192f0613f5125f2d13fad6356b42499d,5936.0
train,3c9f873c1cde551dd387db9833298028,2520.0
train,img_resize_2608,961950.0
train,fb31e5d50f082ae5a84cc4ea763b6c83,14852.0
train,augmented_14786,21120.0
train,image_00864,312174.0
train,63b2d6c1957b51f31835d200a56d28f5,9750.0
train,augmented_15498,10151.822222222225
train,004f8bd63bf3e3645dbf7253da3a5776,91020.0
train,augmented_9837,310394.3111111111
train,ccaf8911f64786a98ceeb101595045eb,232128.0
train,799cefdbe47ddf4ae0264f46327f69af,400336.0
train,augmented_12491,8675.55555555556
train,0c75cad711659e6696b3c87b685e834a,25862.0
train,image_09840,107004.0
train,augmented_13957,29158.399999999998
train,augmented_8297,241898.66666666666
train,c019023fd1859f56ffe6ba735738d1b8,2484.0
train,image_08586,123984.0
train,89a6d8da5eae280eb9dceffe6593a281,41088.0
train,610c58b2f403a10917a1cdbd0489963e,114696.0
train,augmented_9189,258090.6666666667
train,image_09698,583334.0
train,img_resize_1467,64.0
train,0eb71ba68ee13c72905e7dca68fbb3c6,98.0
train,augmented_10286,10560.000000000005
train,377b233d1fefd59b69c7c62249289c93,4784.0
train,augmented_20345,78148.26666666666
train,3df79b1212c7c9eb4744af0870e25e6c,20.0
train,image_02915,430268.0
train,714ff8b41c2f822a6e1a8e6881505dab,252.0
train,36ceb097a3dac0f2ca23785ac76385ca,9312.0
train,3b83ca7a86011e393ef598c953cd3862,4.0
train,46f2546f8a3c3274c9b2d7c5be06dbf9,8008.0
train,img_resize_734,813660.0
train,3a32f70cc821fde227c12bf1fd5ba238,76328.0
train,augmented_11198,487496.5333333333
train,augmented_18802,16231.822222222228
train,f1a6fa5e380d586fe3ad9ff31a205877,2652.0
train,image_04357,94464.0
train,3a1f0910f1bd576e0f19315137d6a282,33680.0
train,augmented_4446,679180.7999999999
train,augmented_11173,353416.53333333327
train,augmented_3329,81918.57777777778
train,image_03438,282626.0
train,5070442f26ff8655bb8beff73ec66725,112365.0
train,augmented_5980,651840.0
train,augmented_2037,50688.0
train,augmented_4,96000.0
train,9d83325aecd57c89b9b098de7c1ec8b6,2048.0
train,image_02726,488794.0
train,2299ed7d3b72ceb0c7b3834550cdc86c,180.0
train,image_05049,227106.0
train,augmented_18631,34724.97777777778
train,augmented_17502,69973.33333333333
train,img_resize_907,579304.0
train,d1736220f8eed989663b50d3f406cfb0,21442.0
train,augmented_5758,118664.53333333333
train,image_09673,330172.0
train,augmented_6251,99703.46666666666
train,image_06540,180960.0
train,augmented_9162,1742.222222222222
train,de93ff8110145ee2e0671324c575aad2,3420.0
train,img_resize_2185,512210.0
train,augmented_13764,164814.22222222222
train,image_07886,76896.0
train,7e489a937fcd80dd7d01078976e032f0,9558.0
train,image_00131,224079.0
train,e41760914972ba4b16cc4535bb7f6fed,273.0
train,augmented_15315,9187.555555555551
train,1c8e84c76822517e806687c07ab7a091,4028.0
train,57236cae0c5701a147fe163bf8a6e305,41525.0
train,augmented_15473,65942.75555555556
train,augmented_7629,44181.333333333336
train,image_07138,601020.0
train,dd9cdff29cac8f587fb428ef5b19cb24,4590.0
train,31385e6511895de7f5364ad26dfd10e4,4410.0
train,image_00657,426198.0
train,aa98461e374b9043a42d1ca373d198e1,646.0
train,image_01549,337272.0
train,507b889c33ba3a5266905b9b8aa265a5,3618.0
train,augmented_13002,168345.6
train,augmented_1258,116536.88888888889
train,augmented_6537,24550.399999999998
train,image_09115,483070.0
train,augmented_9604,718574.9333333333
train,image_06226,204864.0
train,augmented_18157,264597.3333333333
train,augmented_17264,73659.73333333332
train,7b9fbd50b6377c19aa25ee8f4198552e,44678.0
train,augmented_2751,18086.39999999999
train,5c493072435c93eb928a4fad7556156f,4611.0
train,image_02040,122148.0
train,augmented_11615,48145.06666666667
train,augmented_19249,610086.4
train,1ca49ca50adf654d74625e0ee0922e6c,36432.0
train,61f7967b687bf9a1fa9c728cb19bb470,6305.0
train,augmented_2989,17024.000000000004
train,image_04431,246273.0
train,d1fe0c0c19114d9e93ab2eef9df87abf,2900.0
train,augmented_4320,3811.5555555555575
train,augmented_18143,3675.022222222222
train,a9c961de5699c426bb533d32c310dbae,2106.0
train,augmented_17270,716936.5333333333
train,a5ec15bf3717822ab7ca9ed7a36924f8,5832.0
train,augmented_2745,36593.777777777774
train,image_02054,159528.0
train,d9d0a863da851ede6ec9d6b06edeabd1,3472.0
train,a199a1e21a99a986da8c1782aeedcdf7,27040.0
train,augmented_11601,18769.066666666666
train,image_04425,234171.0
train,augmented_4334,3544.177777777775
train,8b603529caa456b5223135a711efbd59,3078.0
train,augmented_15467,164765.86666666664
train,c1160dc11072b9a907fc9748e1c96cc9,2808.0
train,8efa9e8428dfe1dc808ed7723c8f726f,19880.0
train,image_00643,52920.0
train,5a55fab30fd87c1df1fe06771cf48f5b,943902.0
train,augmented_12308,63233.42222222223
train,af146f84f496dba4f383fe36274fd47c,109022.0
train,augmented_13016,618048.0000000001
train,augmented_14779,73958.4
train,image_09101,238596.0
train,augmented_6523,126247.82222222222
train,image_06232,74304.0
train,augmented_9610,60012.08888888888
train,7b7e8ddb038475553616a89636bf8d88,166920.0
train,augmented_6245,163948.0888888889
train,image_09667,805324.0
train,augmented_9176,39751.11111111111
train,image_06554,88371.0
train,img_resize_2191,282270.0
train,50732a764863e7a4aeeaa2fb2b259d4d,49542.0
train,ffb169f4826d43748f80ea03b8a63c2b,25375.0
train,augmented_13770,20898.13333333333
train,image_07892,595056.0
train,image_00125,128525.0
train,da4a29296c201aac7f57cb1190e5c7d3,45.0
train,image_08579,529616.0
train,f751edb5fc5800e31a060f30c8521283,22814.0
train,augmented_15301,365317.68888888886
train,augmented_8268,221546.66666666663
train,image_04343,805140.0
train,168cf21fc12649d11de1ce49777dc0df,4040.0
train,augmented_16608,27673.599999999995
train,e3962092cd9521250b9c2dbe3b7ca3f2,15708.0
train,augmented_4452,14456.888888888892
train,augmented_11167,45.51111111111095
train,augmented_5994,241100.80000000002
train,56b3e58e15e92891bd6053ccba609a62,1482.0
train,augmented_10279,442624.0
train,065895f2ba906c2a74374dfc1bd3a82c,678777.0
train,7efff2e00511e510d2592e5afc0744fe,2310.0
train,augmented_2023,648806.4
train,3b73e8da7ba95dd1048eaf451a76e535,432.0
train,image_02732,62478.0
train,img_resize_1498,158696.0
train,augmented_18625,332049.06666666665
train,img_resize_913,340587.0
train,augmented_17516,51666.488888888896
train,f75ccddd23d4836ec39645b5149317a6,82134.0
train,3f4787c21b9ec757886ff7f199793c5f,25596.0
train,augmented_14037,13516.800000000003
train,augmented_13758,273043.9111111111
train,augmented_1502,112514.84444444443
train,image_01213,466732.0
train,augmented_12446,16768.0
train,c4d22d83bc04414d762fd152762f6cda,20572.0
train,image_09897,174640.0
train,f410871390e1b914151521c1a8e9bfbf,89397.0
train,augmented_8240,384102.39999999997
train,1e3179ba75da1b044dde26b8b837c3d5,3162.0
train,augmented_13980,6540.799999999997
train,image_07662,799273.0
train,augmented_15329,79974.4
train,augmented_7173,3296.71111111111
train,92d444562f058d9a7617b25dd30b9253,2115.0
train,image_08551,207414.0
train,3d164801f4e2d75c7fd13ace909bdd8b,219992.0
train,augmented_16620,111459.55555555553
train,augmented_19513,39047.1111111111
train,image_03404,112914.0
train,d798069bc63f2a1e274abfb59a2c0fd5,48438.0
train,14b50e7e9f6ffad0bc3700e3de799d40,9700.0
train,augmented_3315,31539.199999999993
train,augmented_10251,223678.57777777777
train,96385f379ceb66338e9fdc8a9ef5ea8b,18816.0
train,augmented_5764,9261.511111111111
train,augmented_20392,40081.06666666668
train,image_05075,187596.0
train,bff4b05557e44fe5baf1aadafdffb95c,4794.0
train,augmented_17258,4485.68888888889
train,augmented_5002,95146.66666666667
train,image_05713,755346.0
train,fa55e0dd26dd4b574515c75b02e4cba9,12240.0
train,6007367da5736b7d7eca1b9d205d8718,1950.0
train,augmented_10537,169257.24444444446
train,image_03362,203168.0
train,augmented_11629,105578.66666666667
train,75d3b257155f9674af6d85ca9a09e569,44344.0
train,augmented_3473,2440.533333333332
train,augmented_16146,743062.7555555556
train,2de7a3edf1ce0ccbf4c8a9be074dd7b6,5824.0
train,augmented_19275,45205.333333333336
train,image_07104,1310720.0
train,augmented_8526,27238.4
train,0f39e9443dbcf6f395f3f8aad3c6aa56,961.0
train,image_08237,875380.0
train,img_resize_2807,31.0
train,f0dd3549192820711e73a6500533881f,2240.0
train,augmented_7615,5452.799999999998
train,augmented_12320,813.5111111111082
train,c7009a631f182644c771b7204e776cac,11187.0
train,augmented_14989,33234.48888888889
train,6c658cbaa559e70ac24b295ecc76fcb0,6552.0
train,augmented_1264,84377.59999999999
train,image_01575,141282.75
train,augmented_9638,205084.44444444447
train,image_09129,134676.0
train,augmented_14751,286361.60000000003
train,f1a31d5649d03a4fff92585accd948cf,7826.0
train,augmented_8532,90368.0
train,image_07110,266112.0
train,augmented_7601,252006.4
train,img_resize_2813,448880.0
train,image_08223,463630.0
train,augmented_12334,55340.08888888889
train,565ffb0ae41460c9f975b46155d6e7bf,14577.0
train,augmented_1270,31359.999999999996
train,5726d62961190b3e3ae5f5690b073829,2376.0
train,image_01561,68074.0
train,9da5a5cc8ca1f31e7caad60feef88cad,11284.0
train,756a2cfbe5edfb384c80b3484f62d54f,24.0
train,augmented_14745,152755.2
train,augmented_5016,289728.0
train,image_05707,68508.0
train,image_02068,642115.0
train,augmented_10523,430782.5777777778
train,augmented_2779,37165.511111111104
train,image_03376,96778.0
train,augmented_3467,70044.44444444444
train,augmented_598,14654.577777777777
train,augmented_16152,6179.55555555556
train,augmented_4308,24951.46666666667
train,image_04419,531813.0
train,augmented_19261,10323.911111111109
train,augmented_16634,4414.5777777777785
train,augmented_19507,19606.755555555552
train,65cabd29e98ab7d223c8338594d51631,177331.0
train,b3fd40ae6090ad679e8ef7d4588a3085,10780.0
train,image_03410,199920.0
train,augmented_3301,159928.88888888888
train,a64098562a3f963cc594a078df8f7bc1,43508.0
train,augmented_10245,66699.37777777777
train,2a9888bf52bf049ba63fc757ab721f8b,14775.0
train,d971553ac92b774db83ab9f3ef7e71b8,15210.0
train,augmented_20386,427167.2888888889
train,augmented_5770,138541.51111111112
train,augmented_18619,478633.2444444444
train,image_05061,380844.0
train,image_06568,461288.0
train,augmented_14023,572575.2888888889
train,augmented_6279,36696.17777777778
train,augmented_1516,3136.0
train,image_01207,609270.0
train,augmented_12452,461602.13333333336
train,image_00119,419202.0
train,image_09883,98262.0
train,augmented_13994,304489.2444444444
train,image_07676,853247.0
train,augmented_8254,22152.533333333336
train,image_08545,754889.0
train,augmented_7167,65251.55555555557
train,image_01398,524446.0
train,img_resize_2032,350676.0
train,image_07931,530426.0
train,26af434ca8b7cb90ac2c2fb565117abf,50468.0
train,augmented_1489,199731.19999999998
train,6f70d36e8734deacd202c64b82bba151,9963.0
train,d757baf6bdff80ebc4686d8dc3098ee1,22078.0
train,db28675b9494102cffc3d786c5f06f0e,11571.0
train,image_00086,167137.0
train,0071952445ce5baad700318c2537a8e4,401968.0
train,15adf49d8e0c9d36bdb83395376d6c42,19276.0
train,augmented_361,228300.8
train,c86f227736048e490667978bbe55d1a2,272.0
train,img_resize_668,512616.0
train,augmented_5837,292838.4
train,augmented_19498,199190.75555555554
